,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
764,300€,2,56 m²,Централно,8 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,"Avtokomanda, East Gate "
765,400€,2,52 m²,Струја,>15 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,"Aerodrom, Dzevahir C"
766,500€,3,63 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Нема,Југоисток,Taftalidze 1-Bisi
767,350€,2,52 m²,Централно,12 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Југоисток,"Aerodrom , Dzevahir B"
768,320€,3,50 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,2020,NaN,Нема,1,Не,Нема,Југозапад,"Тафталиџе, Млечен"
769,1.300€,"4,5",180 m²,Друго,7 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Тераса,2,Не,Нема,Запад,"Центар, Бугарска амбасада"
770,350€,2,43 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Југ,NaN
771,500€,3,70 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,"Centar, Kapishtec- Ramstor"
772,1.500МКД,3,60 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Балкон,1,Да,2 Паркинг места,Југ,NaN
773,1.000МКД,"1,5",30 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Тераса,1,Не,1 Паркинг,Југ,Методија Шаторов-Шарло
774,120.000€,4,101 m²,Централно,3 кат  ,Во Зграда,Стар,Полу наместен,Да,NaN,NaN,1 Балкон,1,Да,2 Паркинг места,Југоисток,Bitpazar
775,350€,2,40 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Југоисток,"Centar, Debar Maalo"
776,220€,2,50 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Североисток,Ул.Букрешка- Тафталиџе
777,250€,2,50 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,Нема,Исток,NaN
778,200€,2,64 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Аеродром, Скопје"
779,180€,3,68 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,2 Балкони,1,Не,1 Паркинг,Исток,NaN
780,200€,2,40 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Не,2020,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
781,330€,"2,5",58 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,2022,2050,1 Балкон,1,Да,1 Паркинг,Исток,"Skopje,Centar"
782,1€,3,87 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,1 Паркинг,Југ,"Центар, Скопје"
783,500€,3,70 m²,Друго,>15 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Аеродром, Скопје"
784,200€,"1,5",200 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Кисела Вода, Скопје"
785,250€,2,55 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Запад,"Кисела Вода, Скопје"
786,400€,2,42 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Северозапад,"Vodno, Panorama Rezidens"
787,370€,3,74 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Исток,"Центар, Скопје"
788,160€,"1,5",26 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Аеродром, Скопје"
789,450€,"2,5",65 m²,Централно,>15 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Аеродром, Скопје"
790,750€,3,104 m²,Струја,1 кат  ,Во куќа,Нов,Наместен,Не,2021,NaN,Тераса + 1 Балкон,2,Не,2 Паркинг места,Исток,Kozle 
791,650€,"3,5",65 m²,Централно,8 кат  ,Во Зграда,Реновиран,Луксузен,Да,1976,2023,1 Тераса,1,Да,Повеќе од 3 паркинг места,Југ,Јуриј Гагарин 33
792,300€,"3,5",60 m²,Централно,13 кат  ,Во Зграда,Стар,Наместен,Да,NaN,NaN,1 Балкон,2,Не,Повеќе од 3 паркинг места,Југоисток,ЦЕНТАР 
793,700€,4,105 m²,Централно,7 кат  ,Во Зграда,Нов,Луксузен,Да,2019,2019,2 Балкони,Повеќе од 2,Не,1 Паркинг,Југоисток,Ul. 1612 br. 1
794,200€,2,45 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Гаража,Североисток,"Ѓорче Петров, Скопје"
795,280€,2,38 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Аеродром, Скопје"
796,400€,4,100 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Центар, Скопје"
797,300€,"2,5",56 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,Повеќе од 3 паркинг места,Запад,"Аеродром, Скопје"
798,1€,2,45 m²,Централно,10 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Север,"Аеродром, Скопје"
799,380€,2,52 m²,Струја,13 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,"Аеродром, Скопје"
800,1€,2,40 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Аеродром, Скопје"
801,250€,2,45 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Исток,K.Voda
802,240€,3,45 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Да,3 Паркинг места,Југ,NaN
803,NaN,2,55 m²,Нема ,Приземје,Во Зграда,Нов,Наместен,Не,NaN,NaN,2 Балкони,1,Не,1 Паркинг,Југ,Centar 
804,NaN,4,100 m²,Струја,1 кат  ,Во куќа,Стар,Наместен,Не,NaN,NaN,3 Балкони,1,Не,1 Паркинг,Исток,centar kaj drzavna
805,350€,3,67 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,2015,NaN,1 Балкон,1,Не,1 Паркинг,Југ,Partizanski Odredi
806,350€,3,54 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,2019,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Исток,Taftalidze 1
807,300€,2,50 m²,Струја,4 кат  ,Во Зграда,Реновиран,Наместен,Не,2010,2018,1 Тераса,2,Не,1 Паркинг,Запад,Ul.Pariska 18/6
808,270€,2,64 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Не,2000,2015,2 Балкони,1,Не,3 Паркинг места,Југ,Ul.Isaija Mazovski 44-1/2 
809,450€,2,55 m²,Струја,2 кат  ,Во Зграда,Нов,Луксузен,Да,2007,NaN,1 Балкон,1,Да,2 Паркинг места,Југ,Roza Luksenburg
810,1€,1,50 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
811,400€,3,90 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Северозапад,Aerodrom kaj slatkarnica Palma
812,800€,4,110 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Југозапад,NaN
813,250€,"2,5",76 m²,Струја,2 кат  ,Во куќа,Реновиран,Наместен,Не,2000,2019,1 Тераса,1,Не,1 Паркинг,Југ,Дрезденска 26 Скопје
814,NaN,1,25 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,Нема,Исток,Taftalidze kaj Mlecen Restoran
815,350€,1,62 m²,Струја,8 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Гаража,Исток,Ul.Hristo Smrnenski br23 st br 32
816,270€,2,42 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,ул. Коста Новаковиќ бр.17
817,1.399МКД,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
818,NaN,2,45 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,Karpos sproti PCB Banka
819,260€,3,56 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Тераса,1,Не,Нема,Југ,NaN
820,18.000МКД,3,71 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,2019,NaN,1 Тераса,2,Не,Повеќе од 3 паркинг места,Исток,NaN
821,440€,"2,5",56 m²,Централно,5 кат  ,Во Зграда,Реновиран,Луксузен,Да,NaN,NaN,1 Тераса,2,Не,Нема,Југозапад,NaN
822,310€,2,58 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,2,Не,Нема,Запад,NaN
823,250€,3,60 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,V.Macukovski
824,300€,3,50 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
825,200€,1,30 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
826,250€,"1,5",26 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
827,200€,1,30 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
828,350€,3,54 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Балкон,1,Не,Нема,Југозапад,PANDIL SISKOV Aerodrom 
829,350€,3,55 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Балкон,1,Не,Нема,Југозапад,Pandil Siskov Adrodrom
830,500€,3,60 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
831,300€,3,70 m²,Струја,7 кат  ,Во Зграда,Реновиран,Празен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Исток,NaN
832,280€,"2,5",45 m²,Централно,3 кат  ,Во Зграда,Реновиран,Наместен,Не,1970,2022,1 Балкон,1,Не,Повеќе од 3 паркинг места,Југоисток,Radika 1/1/15
833,1.200МКД,"1,5",50 m²,Струја,2 кат  ,Во Зграда,Реновиран,Луксузен,Не,NaN,NaN,2 Балкони,1,Да,1 Паркинг,Југ,"Ulica Makedonija, kaj bikot "
834,320€,2,45 m²,Централно,8 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,NaN
835,320€,2,58 m²,Струја,3 кат  ,Во Зграда,Реновиран,Наместен,Да,2006,2023,1 Балкон,2,Не,Нема,Северозапад,Орце Николов 190
836,330€,2,37 m²,Струја,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,"Aerodrom, Urban Garden"
837,440€,2,56 m²,Централно,5 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,2,Не,Нема,Исток,"Центар, Скопје"
838,190€,"1,5",30 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,2020,2020,1 Балкон,1,Да,2 Паркинг места,Исток,Karposh
839,190€,2,35 m²,Друго,Приземје,Во Зграда,Нов,Наместен,Не,NaN,NaN,Нема,1,Да,1 Паркинг,Северозапад,"Кисела Вода, Скопје"
840,NaN,3,85 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Југ,NaN
841,200€,2,60 m²,Струја,3 кат  ,Во Зграда,Стар,Наместен,Не,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Запад,NaN
842,250€,2,41 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,1 Паркинг,Исток,NaN
843,900МКД,1,28 m²,Струја,Сутерен стан,Во Зграда,Реновиран,Наместен,Да,2005,2022,Нема,1,Не,Повеќе од 3 паркинг места,Југ,Centar 
844,1МКД,1,30 m²,Струја,5 кат  ,Во Зграда,Реновиран,Полу наместен,Не,1980,2015,1 Балкон,1,Не,1 Паркинг,Североисток,Vladimir Komarov
845,1€,"2,5",53 m²,Централно,>15 кат  ,Во Зграда,Нов,Луксузен,Да,2020,2020,1 Балкон,1,Не,1 Паркинг,Југоисток,Џевахир Скај Сити
846,1€,2,53 m²,Централно,>15 кат  ,Во Зграда,Нов,Луксузен,Да,2019,2019,1 Балкон,1,Не,1 Гаража,Југ,ЏЕВАХИР ХОЛДИНГ АЕРОДРОМ
847,250€,2,45 m²,Струја,1 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Повеќе од 3 паркинг места,Исток,Centar-Bilna apteka
