,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2313,450€,3,68 m²,Струја,2 кат  ,Во куќа,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Североисток,Przhino
2314,1€,2,62 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Да,1 Паркинг,Исток,"Аеродром, Скопје"
2315,250€,"2,5",46 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2023,NaN,1 Балкон,1,Не,Нема,Југоисток,ул.Индустриска 1 бр.25-1-5
2316,700€,3,80 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,2,Не,Гаража + 1 Паркинг,Исток,Центар
2317,1.000МКД,1,30 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Не,2020,2020,Нема,1,Не,Повеќе од 3 паркинг места,Југ,NaN
2318,NaN,"3,5",70 m²,Друго,2 кат  ,Во Зграда,Нов,Луксузен,Да,2016,2016,1 Балкон,2,Не,Нема,Исток,Centar - do aptekite zegin i betty na 30m od broz caffe
2319,119.000€,4,90 m²,Струја,1 кат  ,Во Зграда,Реновиран,Наместен,Не,1990,2015,2 Балкони,1,Да,1 Паркинг,Југоисток,Stevo Filipovikj
2320,220€,3,55 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Да,1961,2020,1 Балкон,1,Да,1 Паркинг,Југоисток,ул.50та дивизија бр.35 /7
2321,450€,3,85 m²,Централно,11 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
2322,450€,2,70 m²,Струја,Приземје,Во куќа,Реновиран,Наместен,Не,2010,2019,Нема,1,Не,2 Паркинг места,Североисток,Slavejko Arsov 70
2323,220€,1,43 m²,Централно,5 кат  ,Во Зграда,Реновиран,Празен,Да,2000,2023,1 Балкон,1,Да,1 Паркинг,Исток,"Лондонска, Тафталиџе, 1000 Скопје"
2324,350€,3,55 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2325,350€,3,85 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2326,350€,3,75 m²,Централно,7 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2327,NaN,2,50 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,2023,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Mariovska br.14
2328,200€,2,48 m²,Струја,3 кат  ,Во Зграда,Стар,Празен,Да,2015,NaN,1 Тераса,1,Не,Нема,Југоисток,Ново Лисиче
2329,120€,1,22 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Не,2008,2016,1 Балкон,1,Не,1 Паркинг,Југозапад,Kozle 6
2330,300€,2,43 m²,Централно,9 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Pandil Siskov 18
2331,300€,2,50 m²,Централно,1 кат  ,Во куќа,Нов,Наместен,Не,2015,NaN,2 Балкони,1,Не,Повеќе од 3 паркинг места,Северозапад,NaN
2332,300€,3,62 m²,Нема ,4 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,2020,1 Балкон,1,Да,1 Паркинг,Југ,NaN
2333,NaN,3,60 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Тераса,1,Да,1 Гаража,Исток,Ул.Благоја Гојан
2334,190€,2,50 m²,Струја,Приземје,Во Зграда,Реновиран,Наместен,Не,2015,2020,1 Балкон,1,Не,Повеќе од 3 паркинг места,Исток,Ul.lazar.P.T.36
2335,330€,2,60 m²,Централно,4 кат  ,Во Зграда,Реновиран,Наместен,Не,1970,2010,1 Балкон,1,Да,1 Паркинг,Исток,Рајко Жинзифов 23/7 Скопје-Центар
2336,300€,3,70 m²,Струја,Приземје,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2337,600€,4,100 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Гаража,Исток,NaN
2338,700€,3,80 m²,Друго,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,2,Не,Гаража + 1 Паркинг,Исток,NaN
2339,400€,4,100 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2340,280€,1,40 m²,Струја,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југоисток,Ul. 29 Noemvri 31
2341,300€,3,61 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Северозапад,"Кисела Вода, Скопје"
2342,200€,"2,5",65 m²,Нема ,1 кат  ,Во Зграда,Стар,Наместен,Не,1,1,1 Балкон,1,Да,1 Паркинг,Исток,metodija mitevski
2343,800€,4,107 m²,Централно,3 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,2 Балкони,2,Не,1 Гаража,Југоисток,NaN
2344,400€,3,70 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Нема,Југ,"Центар, Скопје"
2345,260€,2,59 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,1,Не,Нема,Исток,DEBAR MAALO
2346,230€,3,72 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,2020,2020,1 Тераса,1,Да,1 Паркинг,Исток,Kisela Voda
2347,200€,2,38 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Аеродром, Скопје"
2348,280€,2,37 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,"Центар, Скопје"
2349,20.000МКД,2,68 m²,Струја,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,1,Не,Нема,Југ,"бул. Теодосиј Гологанов бр. 60, Скопје"
2350,350€,3,64 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,2020,NaN,1 Балкон,1,Не,1 Гаража,Североисток,NaN
2351,400€,3,57 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Југ,Методија Шаторов Шарло
2352,300€,2,54 m²,Друго,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,Козле
2353,280€,2,58 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,1,Не,1 Паркинг,Исток,Бихачка
2354,470€,3,64 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,2023,NaN,1 Балкон,1,Не,1 Гаража,Северозапад,NaN
2355,450€,3,85 m²,Централно,1 кат  ,Во куќа,Реновиран,Наместен,Не,NaN,NaN,1 Тераса,1,Не,Гаража + 2 Паркинг места,Исток,Vodno
2356,400€,3,80 m²,Централно,4 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југ,DAME gruev
2357,220€,2,52 m²,Централно,3 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Запад,V.Macukovski
2358,16.000МКД,3,60 m²,Струја,1 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,2018,2 Балкони,1,Не,1 Паркинг,Северозапад,9ti maj Br.22 . 1000 Skopje
2359,9.000МКД,"3,5",90 m²,Друго,Приземје,Во куќа,Нов,Наместен,Не,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Југоисток,NaN
2360,74.200€,2,35 m²,Централно,3 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,Нема,1,Да,1 Паркинг,Север,NaN
2361,450€,3,74 m²,Струја,2 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,2,Да,1 Паркинг,Југ,ulica kozle
2362,119.000€,4,90 m²,Струја,1 кат  ,Во Зграда,Реновиран,Наместен,Не,1990,2015,2 Балкони,1,Да,1 Паркинг,Југоисток,Stevo Filipovikj
2363,350€,3,65 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,"Карпош, Скопје"
2364,330€,2,52 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,"Кисела Вода, Скопје"
2365,1€,3,59 m²,Нема ,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Северозапад,"Кисела Вода, Скопје"
2366,300€,3,60 m²,Струја,6 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Повеќе од 3 паркинг места,Север,"Ѓорче Петров, Скопје"
2367,290€,3,60 m²,Друго,1 кат  ,Во Зграда,Реновиран,Празен,Да,2015,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,Скопје
2368,420€,"2,5",50 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Запад,"Центар, Скопје"
2369,250€,2,45 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,KISELA VODA CESMA
2370,340€,3,74 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,2 Балкони,1,Не,Нема,Југоисток,Aerodrom
2371,400€,4,100 m²,Струја,2 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,2 Балкони,1,Не,Нема,Исток,NaN
2372,1€,3,60 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,Нема,1,Да,Повеќе од 3 паркинг места,Североисток,NaN
2373,300€,2,50 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,2022,2023,1 Балкон,1,Не,1 Паркинг,Север,Булевар Партизански Одреди 165
2374,300€,3,70 m²,Централно,8 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Тераса + 1 Балкон,2,Да,2 Паркинг места,Југоисток,"Аеродром, Скопје"
2375,220€,"1,5",31 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,2022,2050,1 Балкон,1,Не,Повеќе од 3 паркинг места,Исток,Aerodrom
2376,275€,2,49 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Тераса,1,Не,Нема,Југ,"Центар, Скопје"
2377,500€,3,55 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југозапад,Тафталиџе 1 
2378,250€,2,42 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,CENTAR
2379,400€,2,55 m²,Централно,5 кат  ,Во Зграда,Реновиран,Луксузен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Исток,"Аеродром, Скопје"
2380,NaN,3,57 m²,Струја,5 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Тераса,1,Не,1 Паркинг,Југ,Kisela Voda
2381,350€,2,53 m²,Струја,>15 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Тераса,1,Не,Нема,Исток,"Аеродром, Скопје"
2382,400€,3,74 m²,Струја,3 кат  ,Во Зграда,Нов,Луксузен,Да,2021,2022,2 Балкони,1,Не,1 Паркинг,Југоисток,NaN
2383,300€,3,55 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,CENTAR
2384,250€,3,65 m²,Струја,1 кат  ,Во Зграда,Нов,Празен,Да,2015,NaN,1 Тераса,1,Не,1 Паркинг,Североисток,Zagrebska
2385,300€,1,40 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Запад,"Карпош, Скопје"
2386,250€,3,68 m²,Централно,2 кат  ,Во Зграда,Стар,Наместен,Не,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Исток,NaN
2387,470€,3,75 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,NaN
2388,400€,4,80 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2389,1.200МКД,"1,5",50 m²,Струја,2 кат  ,Во Зграда,Реновиран,Луксузен,Не,NaN,NaN,2 Балкони,1,Да,1 Паркинг,Југ,"Ulica Makedonija, kaj bikot "
2390,600€,"2,5",68 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Југ,Kozle
2391,350€,2,45 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,1 Гаража,Исток,"Центар, Скопје"
2392,20.000МКД,2,60 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2393,160€,2,46 m²,Струја,8 кат  ,Во Зграда,Нов,Празен,Да,2023,NaN,1 Балкон,1,Не,Нема,Југ,"Гази Баба, бул. Киро Глигоров 1/2-60"
2394,1€,3,53 m²,Струја,4 кат  ,Во Зграда,Реновиран,Наместен,Да,2000,2022,Нема,1,Не,1 Паркинг,Југ,Stale Popov 9
2395,1.200МКД,1,40 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,2017,2018,1 Балкон,1,Да,2 Паркинг места,Југоисток,11 Октомври 52А
2396,1.200МКД,"1,5",40 m²,Струја,1 кат  ,Во Зграда,Нов,Наместен,Да,2017,2018,1 Балкон,1,Да,3 Паркинг места,Југоисток,11 Октомври 52А
2397,NaN,2,40 m²,Нема ,2 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,Нема,1,Да,1 Паркинг,Исток,NaN
2398,550€,3,80 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Југ,E.P.
2399,300€,2,51 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,3 Паркинг места,Север,"Кисела Вода, Скопје"
2400,340€,3,65 m²,Централно,Приземје,Во Зграда,Стар,Наместен,Не,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Североисток,NaN
2401,180€,2,56 m²,Централно,1 кат  ,Во Зграда,Нов,Празен,Да,2022,NaN,1 Балкон,1,Не,1 Гаража,Југ,NaN
2402,400€,2,55 m²,Централно,12 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,"Аеродром, Скопје"
2403,NaN,"3,5",100 m²,Централно,1 кат  ,Во Зграда,Реновиран,Луксузен,Не,2007,2022,1 Балкон,2,Не,1 Гаража,Југозапад,LERINSKA
2404,1.500МКД,3,60 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Да,2021,NaN,1 Балкон,1,Да,2 Паркинг места,Југ,NaN
2405,1.399МКД,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,NaN
2406,250€,3,70 m²,Централно,4 кат  ,Во Зграда,Нов,Празен,Да,2022,NaN,1 Балкон,2,Не,1 Гаража,Југ,NaN
2407,400€,2,47 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,"Карпош, Скопје"
2408,700€,3,80 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,Тераса + 1 Балкон,2,Да,Гаража + 1 Паркинг,Исток,"Центар, Скопје"
2409,400€,"2,5",45 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Гаража,Исток,"Ѓорче Петров, Скопје"
2410,300€,2,45 m²,Струја,1 кат  ,Во куќа,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,Нема,Исток,Kolze-Kanela
2411,380€,2,64 m²,Друго,>15 кат  ,Во Зграда,Нов,Наместен,Да,2019,NaN,1 Балкон,1,Не,1 Гаража,Северозапад,1615
2412,1.000€,3,74 m²,Струја,4 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,2,Не,1 Паркинг,Југоисток,Бел Камен
2413,2.500€,5,210 m²,Друго,1 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,Повеќе од 2,Не,2 Паркинг места,Југозапад,NaN
2414,500€,2,42 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Кеј 13ти Ноември
2415,2.000€,"3,5",150 m²,Соларна енергија ,1 кат  ,Во Зграда,Нов,Луксузен,Да,2023,NaN,2 Балкони,2,Не,2 Паркинг места,Југозапад,Димитар Пандилов
2416,250€,1,30 m²,Централно,7 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,"Аеродром, Скопје"
2417,360€,2,40 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,"Центар, Скопје"
2418,350€,2,64 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,2019,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2419,650€,3,80 m²,Централно,9 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,2,Не,Нема,Југоисток,Методија Шаторов Шарло
2420,550€,"3,5",86 m²,Струја,6 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Не,1 Паркинг,Исток,"Кисела Вода, Скопје"
2421,240€,2,50 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2422,300€,2,35 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,"Центар, Скопје"
2423,250€,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Карпош, Скопје"
2424,1€,2,50 m²,Централно,6 кат  ,Во Зграда,Нов,Наместен,Да,2000,2022,1 Балкон,1,Да,Повеќе од 3 паркинг места,Североисток,"Аеродром, Скопје"
2425,300€,2,52 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,"Центар, Скопје"
2426,250€,"2,5",58 m²,Централно,1 кат  ,Во Зграда,Реновиран,Празен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југ,Aerodrom
2427,600€,"2,5",63 m²,Централно,>15 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Југозапад,ЏЕВАХИР
2428,300€,2,56 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Исток,"Центар, Скопје"
2429,220€,2,54 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Не,Нема,Исток,"Аеродром, Скопје"
2430,NaN,"3,5",100 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,2,Не,1 Гаража,Исток,NaN
2431,280€,3,69 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,1 Тераса,1,Не,3 Паркинг места,Североисток,Кисела Вода
2432,270€,3,65 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2433,300€,3,74 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2434,300€,3,72 m²,Струја,Приземје,Во куќа,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2435,500€,3,55 m²,Централно,4 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2436,850€,4,125 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,2,Не,1 Паркинг,Запад,NaN
2437,200€,2,58 m²,Струја,1 кат  ,Во Зграда,Реновиран,Наместен,Не,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Hrom
2438,300€,2,50 m²,Струја,1 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2439,290€,"2,5",65 m²,Централно,5 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2440,350€,3,3 m²,Централно,7 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2441,350€,"2,5",65 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2442,370€,2,55 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2443,380€,3,76 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2444,220€,2,35 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2445,300€,1,56 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2446,88.000€,3,60 m²,Струја,2 кат  ,Во Зграда,Нов,Полу наместен,Не,2017,NaN,1 Балкон,1,Не,1 Паркинг,Исток,ул. Томе Арсовски
2447,270€,2,42 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,2022,NaN,1 Балкон,1,Не,1 Паркинг,Југоисток,ул. Коста Новаковиќ бр.17
2448,250€,3,50 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Да,Нема,Исток,NaN
2449,450€,3,65 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Југ,BUL.ILINDEN
2450,220€,3,57 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,NaN
2451,450€,3,67 m²,Централно,>15 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,Dzevahir Sky City џевахир Cevahir Sky City
2452,260€,2,52 m²,Централно,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,Нема,Североисток,NaN
2453,1МКД,3,67 m²,Централно,2 кат  ,Во Зграда,Нов,Полу наместен,Да,2018,NaN,Тераса + 1 Балкон,1,Не,Нема,Запад,NaN
2454,200€,2,33 m²,Централно,3 кат  ,Во Зграда,Реновиран,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Кисела вода, Скопје"
2455,370€,2,46 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,"Карпош, Скопје"
2456,200€,1,25 m²,Струја,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Тераса,1,Да,Нема,Североисток,"Центар, Скопје"
2457,366€,2,55 m²,Струја,10 кат  ,Во Зграда,Нов,Наместен,Да,2020,2020,Тераса + 1 Балкон,1,Не,1 Паркинг,Исток,Karposh
2458,400€,2,55 m²,Друго,>15 кат  ,Во Зграда,Нов,Луксузен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,NaN
2459,450€,3,85 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,2,Да,2 Паркинг места,Исток,NaN
2460,300€,3,70 m²,Струја,8 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,NaN
2461,450€,3,60 m²,Централно,1 кат  ,Во Зграда,Нов,Празен,Да,NaN,NaN,1 Балкон,1,Не,1 Гаража,Исток,NaN
2462,300€,2,50 m²,Централно,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Исток,NaN
2463,NaN,2,67 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Да,1990,1990,2 Балкони,1,Не,1 Паркинг,Североисток,Gjorgji Sugare
2464,1.200МКД,"1,5",50 m²,Струја,2 кат  ,Во Зграда,Реновиран,Луксузен,Не,NaN,NaN,2 Балкони,1,Да,1 Паркинг,Југ,"Ulica Makedonija, kaj bikot"
2465,550€,3,70 m²,Струја,2 кат  ,Во Зграда,Нов,Наместен,Да,2016,NaN,2 Балкони,2,Не,2 Паркинг места,Североисток,"Центар, Скопје"
2466,550€,"3,5",75 m²,Централно,2 кат  ,Во Зграда,Нов,Наместен,Да,2020,NaN,1 Тераса,1,Да,1 Гаража,Исток,Centar
2467,450€,"3,5",85 m²,Централно,1 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,2 Балкони,1,Не,Нема,Запад,"Центар, Скопје"
2468,400€,4,95 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Да,NaN,NaN,Нема,2,Да,2 Паркинг места,Југ,"Центар, Скопје"
2469,300€,2,50 m²,Централно,Приземје,Во Зграда,Нов,Наместен,Да,2015,NaN,Нема,1,Не,1 Паркинг,Југозапад,Centar 
2470,230€,2,45 m²,Струја,Приземје,Во Зграда,Нов,Наместен,Да,2020,NaN,1 Тераса,1,Не,1 Гаража,Запад,Drenak
2471,1МКД,3,60 m²,Струја,1 кат  ,Во Зграда,Реновиран,Наместен,Не,1989,2001,Тераса + 1 Балкон,1,Да,1 Паркинг,Северозапад,Univerzalna 
2472,220€,2,42 m²,Централно,1 кат  ,Во Зграда,Реновиран,Наместен,Да,1998,2015,1 Тераса,1,Не,1 Паркинг,Запад,Teodosij Gologanov
2473,250€,2,85 m²,Друго,Приземје,Во куќа,Реновиран,Наместен,Не,2005,2015,2 Балкони,2,Да,1 Паркинг,Југ,Kisela voda
2474,290€,"2,5",54 m²,Друго,3 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Да,1 Паркинг,Исток,"Центар, Скопје"
2475,260€,"3,5",80 m²,Централно,4 кат  ,Во Зграда,Нов,Наместен,Не,NaN,NaN,2 Балкони,1,Не,Повеќе од 3 паркинг места,Југ,"Аеродром, Скопје"
2476,300€,2,50 m²,Струја,5 кат  ,Во Зграда,Нов,Наместен,Да,NaN,NaN,1 Балкон,1,Не,1 Паркинг,Север,"Ѓорче Петров, Скопје"
